0,-21,1,1
21,-21,1,1
-1,-20,1,1
21,-20,1,1
-2,-19,1,1
21,-19,1,1
-3,-18,1,1
21,-18,1,1
-4,-17,1,1
21,-17,1,1
-5,-16,1,1
1,-16,1,1
2,-16,1,1
3,-16,1,1
21,-16,1,1
-6,-15,1,1
1,-15,1,1
5,-15,1,1
6,-15,1,1
7,-15,1,1
8,-15,1,1
9,-15,1,1
10,-15,1,1
11,-15,1,1
-7,-14,1,1
0,-14,1,1
-20,-13,1,1
-8,-13,1,1
-1,-13,1,1
-20,-9,1,1
-20,-8,1,1
-4,-6,1,1
20,-6,1,1
20,-5,1,1
20,-4,1,1
-1,-3,1,1
20,-3,1,1
20,-2,1,1
20,-1,1,1
-15,0,1,1
-14,0,1,1
-13,0,1,1
-12,0,1,1
-11,0,1,1
-10,0,1,1
-9,0,1,1
-8,0,1,1
-7,0,1,1
-6,0,1,1
-5,0,1,1
2,0,1,1
20,0,1,1
20,1,1,1
20,2,1,1
-1,3,1,1
5,3,1,1
6,3,1,1
20,3,1,1
6,4,1,1
20,4,1,1
20,5,1,1
20,6,1,1
9,7,1,1
20,7,1,1
20,8,1,1
20,9,1,1
6,10,1,1
20,10,1,1
-20,11,1,1
20,11,1,1
-19,12,1,1
19,12,1,1
9,13,1,1
18,13,1,1
-17,14,1,1
17,14,1,1
-16,15,1,1
16,15,1,1
-15,16,1,1
15,16,1,1
14,17,1,1
-13,18,1,1
13,18,1,1
-12,19,1,1
-11,19,1,1
-10,19,1,1
-9,19,1,1
-7,19,1,1
-6,19,1,1
-5,19,1,1
-4,19,1,1
-3,19,1,1
-2,19,1,1
-1,19,1,1
0,19,1,1
12,19,1,1
