-22,1,1,1
-22,2,1,1
-22,3,1,1
-22,4,1,1
-22,5,1,1
-22,6,1,1
-22,7,1,1
-22,8,1,1
-22,9,1,1
-22,10,1,1
-22,11,1,1
-22,12,1,1
-21,0,1,1
-21,1,1,1
-21,10,1,1
-21,11,1,1
-21,12,1,1
-21,13,1,1
-21,14,1,1
-21,15,1,1
-21,16,1,1
-21,17,1,1
-21,18,1,1
-21,19,1,1
-21,20,1,1
-21,21,1,1
-20,-1,1,1
-20,0,1,1
-20,21,1,1
-19,-2,1,1
-19,-1,1,1
-19,21,1,1
-18,-3,1,1
-18,-2,1,1
-18,21,1,1
-17,-4,1,1
-17,-3,1,1
-17,21,1,1
-16,-5,1,1
-16,-4,1,1
-16,0,1,1
-16,1,1,1
-16,2,1,1
-16,3,1,1
-16,4,1,1
-16,5,1,1
-16,6,1,1
-16,7,1,1
-16,8,1,1
-16,9,1,1
-16,10,1,1
-16,11,1,1
-16,12,1,1
-16,13,1,1
-16,14,1,1
-16,15,1,1
-16,16,1,1
-16,21,1,1
-15,-6,1,1
-15,-5,1,1
-15,-1,1,1
-15,0,1,1
-15,1,1,1
-15,2,1,1
-15,3,1,1
-15,4,1,1
-15,5,1,1
-15,6,1,1
-15,7,1,1
-15,8,1,1
-15,9,1,1
-15,10,1,1
-15,11,1,1
-15,12,1,1
-15,16,1,1
-15,17,1,1
-15,18,1,1
-15,19,1,1
-15,20,1,1
-15,21,1,1
-14,-20,1,1
-14,-16,1,1
-14,-12,1,1
-14,-7,1,1
-14,-6,1,1
-14,-2,1,1
-14,-1,1,1
-14,0,1,1
-14,1,1,1
-14,12,1,1
-14,13,1,1
-13,-21,1,1
-13,-20,1,1
-13,-19,1,1
-13,-18,1,1
-13,-17,1,1
-13,-16,1,1
-13,-15,1,1
-13,-14,1,1
-13,-13,1,1
-13,-12,1,1
-13,-11,1,1
-13,-10,1,1
-13,-9,1,1
-13,-8,1,1
-13,-7,1,1
-13,-3,1,1
-13,-2,1,1
-13,-1,1,1
-13,0,1,1
-13,13,1,1
-13,14,1,1
-12,-20,1,1
-12,-4,1,1
-12,-3,1,1
-12,-2,1,1
-12,14,1,1
-12,15,1,1
-11,-20,1,1
-11,-5,1,1
-11,-4,1,1
-11,-3,1,1
-11,15,1,1
-11,16,1,1
-10,-20,1,1
-10,-6,1,1
-10,-5,1,1
-10,-4,1,1
-10,16,1,1
-10,17,1,1
-9,-21,1,1
-9,-20,1,1
-9,-7,1,1
-9,-6,1,1
-9,-5,1,1
-9,17,1,1
-9,18,1,1
-8,-21,1,1
-8,-20,1,1
-8,-8,1,1
-8,-7,1,1
-8,-6,1,1
-8,18,1,1
-8,19,1,1
-7,-21,1,1
-7,-20,1,1
-7,-16,1,1
-7,-15,1,1
-7,-14,1,1
-7,-13,1,1
-7,-12,1,1
-7,-11,1,1
-7,-10,1,1
-7,-9,1,1
-7,-8,1,1
-7,-7,1,1
-7,-6,1,1
-7,-5,1,1
-7,-4,1,1
-7,-3,1,1
-7,19,1,1
-7,20,1,1
-6,-20,1,1
-6,-16,1,1
-6,-15,1,1
-6,-14,1,1
-6,-13,1,1
-6,-12,1,1
-6,-11,1,1
-6,-10,1,1
-6,-9,1,1
-6,-8,1,1
-6,-7,1,1
-6,-6,1,1
-6,-5,1,1
-6,-4,1,1
-6,-3,1,1
-6,-2,1,1
-6,20,1,1
-5,-20,1,1
-5,-3,1,1
-5,-2,1,1
-5,-1,1,1
-5,20,1,1
-4,-20,1,1
-4,-2,1,1
-4,-1,1,1
